image_path,question_type,question,variants,answer
images/belgorod.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Росія повідомляє про обстріл російського міста Бєлгород
b) У бою загинуло 250 тисяч росіян
c) Росія святкує День Перемоги 9 травня 2022 року
d) Українці успішно використовують HIMARS для ударів по ворогу",Росія повідомляє про обстріл російського міста Бєлгород
images/belgorod.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Зростають надії на визволення Херсона
b) Росія повідомляє про обстріл російського міста Бєлгород
c) Новий рік 2024
d) Росія завдала масованого ракетного удару по Україні в перші дні 2024 року",Росія повідомляє про обстріл російського міста Бєлгород
images/belgorod.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Тривають українські атаки на російські нафтопереробні заводи
b) Втрати Росії склали 500 тис
c) Росія повідомляє про обстріл російського міста Бєлгород
d) У травні 2023 року ППО збила над Києвом понад 250 ракет і безпілотників",Росія повідомляє про обстріл російського міста Бєлгород
images/belgorod.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) 200 000 росіян загинули в боях з 24 лютого 2022 року
b) Беар Ґріллс відвідує Київ
c) Російська армія показала свою слабкість
d) Росія повідомляє про обстріл російського міста Бєлгород",Росія повідомляє про обстріл російського міста Бєлгород
images/belgorod.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) У єгипетській Хургаді акула з&#39;їла росіянина
b) Росія повідомляє про обстріл російського міста Бєлгород
c) Україна здійснила кілька успішних атак на російський флот і ключові мости
d) ЗСУ обстрілюють мости через Дніпро",Росія повідомляє про обстріл російського міста Бєлгород
images/2022.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Збройні сили України розпочали контрнаступ на Харківщині
b) Росія помилялася, вважаючи, що Україна стане легкою мішенню
c) США заявили, що відправлять в Україну ракетні комплекси HIMARS
d) Українські бренди почали планувати повернення до Криму","Росія помилялася, вважаючи, що Україна стане легкою мішенню"
images/2022.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Росія помилялася, вважаючи, що Україна стане легкою мішенню
b) Основною проблемою під час відключень є погане підключення до Інтернету
c) Ситуація виглядала досить критичною для Російської держави
d) Росія теж пережила війну – вибухи в російських містах Брянську та Бєлгороді","Росія помилялася, вважаючи, що Україна стане легкою мішенню"
images/2022.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Росія помилялася, вважаючи, що Україна стане легкою мішенню
b) 9 травня росіяни провели традиційний парад у Москві
c) У Москві пройшов традиційний парад Перемоги. Був лише один танк.
d) Коли російські війська відступали з Київщини, вони вкрали все: від телевізорів до туалетів і пральних машин","Росія помилялася, вважаючи, що Україна стане легкою мішенню"
images/2022.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Україна здійснила кілька успішних атак на російський флот і ключові мости
b) Російська влада заборонила називати російське вторгнення &quot;війною&quot;. Це спеціальна військова операція
c) Росія помилялася, вважаючи, що Україна стане легкою мішенню
d) Росія заявила, що Україна планує застосувати брудну бомбу","Росія помилялася, вважаючи, що Україна стане легкою мішенню"
images/2022.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Саміт міжнародної Кримської платформи, що відбувся в Києві, вкотре заявив, що Крим – це Україна
b) У той же час, коли Орландо Блум відвідав Київ, Путін, імовірно, відвідав окупований Росією Маріуполь
c) Швидко та ефективно відрізнити українців від росіян стало дуже важливо
d) Росія помилялася, вважаючи, що Україна стане легкою мішенню","Росія помилялася, вважаючи, що Україна стане легкою мішенню"
images/2022.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Відступ російської армії з Харківщини
b) 9 травня росіяни провели традиційний парад у Москві
c) Попри те, що від початку війни минуло більше року, українці жертвують на армію все більше грошей
d) Росія помилялася, вважаючи, що Україна стане легкою мішенню","Росія помилялася, вважаючи, що Україна стане легкою мішенню"
images/2022.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Україна потопила російський великий десантний корабель &quot;Цезар Куников&quot;.
b) Швидко та ефективно відрізнити українців від росіян стало дуже важливо
c) Росія помилялася, вважаючи, що Україна стане легкою мішенню
d) Російська армія не змогла втримати позицій і відступила з острова Зміїний","Росія помилялася, вважаючи, що Україна стане легкою мішенню"
images/2022.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Україна почала наступ на російську Курську область
b) 8 березня – Міжнародний жіночий день
c) Румунія виграла футбольний матч Євро-2024 з Україною
d) Росія помилялася, вважаючи, що Україна стане легкою мішенню","Росія помилялася, вважаючи, що Україна стане легкою мішенню"
images/2022.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) 9 травня росіяни провели традиційний парад у Москві
b) Основною проблемою під час відключень є погане підключення до Інтернету
c) Джо Байден несподівано прибув до Києва
d) Росія помилялася, вважаючи, що Україна стане легкою мішенню","Росія помилялася, вважаючи, що Україна стане легкою мішенню"
images/2022.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Бойовими втратами зараховано 700 тисяч російських солдатів
b) Росія помилялася, вважаючи, що Україна стане легкою мішенню
c) Міністерство оборони України представило свій аватар
d) Євген Пригожин загинув в авіакатастрофі","Росія помилялася, вважаючи, що Україна стане легкою мішенню"
images/russian-soldiers-lifecycle.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Майже щодня ЗСУ обстрілюють ключовий міст на Херсонщині
b) Російська армія зазнає значних втрат
c) Збройні сили України розпочали контрнаступ на Харківщині
d) Російська армія не змогла здобути Київ",Російська армія зазнає значних втрат
images/russian-soldiers-lifecycle.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Російська армія зазнає значних втрат
b) Вибух на Кримському мосту
c) Російська влада наголосила, що мобілізація буде &quot;частковою&quot;
d) Початок війни. Установка їжаків в містах",Російська армія зазнає значних втрат
images/russian-soldiers-lifecycle.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Українські атаки на Росію посилюються
b) 5 березня 2024 року українські безпілотники потопили російський сторожовий корабель &quot;Сергей Котов&quot;.
c) Російська армія зазнає значних втрат
d) Путін відвідав окупований Росією Маріуполь. Він виглядав не так чудово",Російська армія зазнає значних втрат
images/russian-soldiers-lifecycle.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Україна успішно збила російську ракету &quot;Кінжал&quot;, запущену по Києву
b) Київський блогер Йосип Гусак прикріпив плакат до автомобілів ООН на знак протесту проти безреагування ООН на руйнування Росією Каховської ГЕС
c) Російська армія зазнає значних втрат
d) Збройні сили України розпочали контрнаступ на Харківщині",Російська армія зазнає значних втрат
images/russian-soldiers-lifecycle.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Російська армія зазнає значних втрат
b) Близького соратника Путіна Віктора Медведчука обміняли на українських військовополонених
c) Джо Байден несподівано прибув до Києва
d) У бою загинуло 250 тисяч росіян",Російська армія зазнає значних втрат
images/russian-soldiers-lifecycle.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Україна продовжує збивати російські вертольоти
b) Міністерство оборони України представило свій аватар
c) Російська армія зазнає значних втрат
d) Понад 10 днів Київ прожив без авіаційної тривоги",Російська армія зазнає значних втрат
images/russian-soldiers-lifecycle.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Російська армія зазнає значних втрат
b) Однак Пригожин, мабуть, домовився з Путіним і вирішив повернути назад, незважаючи на те, що він дуже близький до Москви.
c) В Україні розпочався навчальний рік
d) Росія завдала масованого ракетного удару по Україні в перші дні 2024 року",Російська армія зазнає значних втрат
images/russian-soldiers-lifecycle.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) У Москві пройшов традиційний парад Перемоги. Був лише один танк.
b) Російська армія зазнає значних втрат
c) Численні вибухи в Криму продовжуються
d) Росія постійно ракетно атакує Україну",Російська армія зазнає значних втрат
images/russian-soldiers-lifecycle.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) 8 березня – Міжнародний жіночий день
b) Саміт міжнародної Кримської платформи, що відбувся в Києві, вкотре заявив, що Крим – це Україна
c) Російська армія зазнає значних втрат
d) У серпні Україна нарешті отримала свій перший F-16",Російська армія зазнає значних втрат
images/russian-soldiers-lifecycle.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Російська армія зазнає значних втрат
b) В Україні розпочався навчальний рік
c) Українці вчаться жити без світла
d) США заявили, що відправлять в Україну ракетні комплекси HIMARS",Російська армія зазнає значних втрат
images/european-charles-michel-and-ukrainian-denys-shmygal.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Канцлер Олаф Шольц продовжує відмовлятися від надання Україні ракет Taurus
b) Збройні сили України розпочали контрнаступ на Харківщині
c) Президент Європейської Ради Шарль Мішель відвідав Київ
d) Еммануель Макрон відвідав Київ",Президент Європейської Ради Шарль Мішель відвідав Київ
images/european-charles-michel-and-ukrainian-denys-shmygal.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Український борщ внесли до списку культурної спадщини ЮНЕСКО
b) У бою загинуло 250 тисяч росіян
c) Президент Європейської Ради Шарль Мішель відвідав Київ
d) Міжнародний кримінальний суд у Гаазі видав ордер на арешт Путіна",Президент Європейської Ради Шарль Мішель відвідав Київ
images/european-charles-michel-and-ukrainian-denys-shmygal.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Президент Європейської Ради Шарль Мішель відвідав Київ
b) Виявилося, що російські військові копали окопи в Чорнобильській зоні
c) Зростають надії на визволення Херсона
d) Україна успішно збила російську ракету &quot;Кінжал&quot;, запущену по Києву",Президент Європейської Ради Шарль Мішель відвідав Київ
images/european-charles-michel-and-ukrainian-denys-shmygal.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Черговий напад на Кримський міст
b) Росія почала використовувати в атаках іранські безпілотники Shahed
c) Президент Європейської Ради Шарль Мішель відвідав Київ
d) 8 липня Росія атакувала найбільшу в Україні дитячу лікарню Охматдит",Президент Європейської Ради Шарль Мішель відвідав Київ
images/european-charles-michel-and-ukrainian-denys-shmygal.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Екстремальна спека досягла України
b) Російська армія не змогла здобути Київ
c) Президент Європейської Ради Шарль Мішель відвідав Київ
d) У єгипетській Хургаді акула з&#39;їла росіянина",Президент Європейської Ради Шарль Мішель відвідав Київ
images/european-charles-michel-and-ukrainian-denys-shmygal.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Українці не могли не читати про абсурдні та захоплюючі події в Росії
b) Росія не змогла встановити перевагу в повітрі в Україні, коли почалася війна
c) Президент Європейської Ради Шарль Мішель відвідав Київ
d) В Україні помітили полярне сяйво",Президент Європейської Ради Шарль Мішель відвідав Київ
images/european-charles-michel-and-ukrainian-denys-shmygal.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Російський ракетний удар призвів до знеструмлення в Україні
b) У той же час, коли Орландо Блум відвідав Київ, Путін, імовірно, відвідав окупований Росією Маріуполь
c) Українці з надією дивляться на прийдешній рік
d) Президент Європейської Ради Шарль Мішель відвідав Київ",Президент Європейської Ради Шарль Мішель відвідав Київ
images/european-charles-michel-and-ukrainian-denys-shmygal.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Офіційний акаунт Сімпсонів підтримав Україну 26 лютого
b) Путін оголосив війну Україні
c) Президент Європейської Ради Шарль Мішель відвідав Київ
d) Коли російські війська відступали з Київщини, вони вкрали все: від телевізорів до туалетів і пральних машин",Президент Європейської Ради Шарль Мішель відвідав Київ
images/european-charles-michel-and-ukrainian-denys-shmygal.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Збройні сили України розпочали контрнаступ на Харківщині
b) Макрон заявив, що Франція планує посилити військову підтримку Києва
c) Президент Європейської Ради Шарль Мішель відвідав Київ
d) Ukraine celebrates Vyshyvanka Day",Президент Європейської Ради Шарль Мішель відвідав Київ
images/european-charles-michel-and-ukrainian-denys-shmygal.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Всупереч очікуванням західних експертів і політиків, Україна не піддалася російському вторгненню
b) Через кілька днів стало зрозуміло, що Україна все ще тримається
c) У бою загинуло 50 тис. російських військ
d) Президент Європейської Ради Шарль Мішель відвідав Київ",Президент Європейської Ради Шарль Мішель відвідав Київ
images/stefania.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Німеччина нарешті погодилася надати Україні танки
b) 5 березня 2024 року українські безпілотники потопили російський сторожовий корабель &quot;Сергей Котов&quot;.
c) Український гурт Kalush Orchestra переміг на пісенному конкурсі Євробачення 2022
d) 9 травня росіяни провели традиційний парад у Москві",Український гурт Kalush Orchestra переміг на пісенному конкурсі Євробачення 2022
images/stefania.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Український гурт Kalush Orchestra переміг на пісенному конкурсі Євробачення 2022
b) В ООН засудили атаку України на об&#39;єкти в Татарстані
c) Початок війни. Установка їжаків в містах
d) На нафтобазі в Севастополі стався вибух",Український гурт Kalush Orchestra переміг на пісенному конкурсі Євробачення 2022
images/stefania.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) США розпочали тренінги для українських військових з використання HIMARS
b) Київський блогер Йосип Гусак прикріпив плакат до автомобілів ООН на знак протесту проти безреагування ООН на руйнування Росією Каховської ГЕС
c) Росія планувала захопити Київ за 3 дні. Але це не могло
d) Український гурт Kalush Orchestra переміг на пісенному конкурсі Євробачення 2022",Український гурт Kalush Orchestra переміг на пісенному конкурсі Євробачення 2022
images/stefania.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Російська армія під час відступу з Херсона викрала єнота з місцевого зоопарку
b) Український гурт Kalush Orchestra переміг на пісенному конкурсі Євробачення 2022
c) Терористи ХАМАС атакували Ізраїль 7 жовтня
d) Документальний фільм &quot;Навальний&quot; отримав &quot;Оскар&quot;.",Український гурт Kalush Orchestra переміг на пісенному конкурсі Євробачення 2022
images/stefania.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Український гурт Kalush Orchestra переміг на пісенному конкурсі Євробачення 2022
b) Еммануель Макрон відвідав Київ
c) Новий рік 2024
d) Міжнародний кримінальний суд у Гаазі видав ордер на арешт Путіна",Український гурт Kalush Orchestra переміг на пісенному конкурсі Євробачення 2022
images/stefania.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Український гурт Kalush Orchestra переміг на пісенному конкурсі Євробачення 2022
b) Публікація фейкових новин про викладання портретів біля трупів російських солдатів
c) Літня гроза в Києві
d) Міністерство оборони України представило свій аватар",Український гурт Kalush Orchestra переміг на пісенному конкурсі Євробачення 2022
images/stefania.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Росія обстрілює цивільну інфраструктуру в Україні, викликаючи відключення світла
b) Джо Байден несподівано прибув до Києва
c) Саміт міжнародної Кримської платформи, що відбувся в Києві, вкотре заявив, що Крим – це Україна
d) Український гурт Kalush Orchestra переміг на пісенному конкурсі Євробачення 2022",Український гурт Kalush Orchestra переміг на пісенному конкурсі Євробачення 2022
images/stefania.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) На нафтобазі в Севастополі стався вибух
b) Український гурт Kalush Orchestra переміг на пісенному конкурсі Євробачення 2022
c) У бою загинуло 50 тис. російських військ
d) Збройні сили України звільнили Херсон",Український гурт Kalush Orchestra переміг на пісенному конкурсі Євробачення 2022
images/stefania.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Росія постійно ракетно атакує Україну
b) Путін оголосив війну Україні
c) Фінляндія вступила в НАТО
d) Український гурт Kalush Orchestra переміг на пісенному конкурсі Євробачення 2022",Український гурт Kalush Orchestra переміг на пісенному конкурсі Євробачення 2022
images/stefania.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Зростають надії на визволення Херсона
b) Росія не змогла встановити перевагу в повітрі в Україні, коли почалася війна
c) Український гурт Kalush Orchestra переміг на пісенному конкурсі Євробачення 2022
d) ХІМАРС став дуже ефективним інструментом у знищенні російської військової інфраструктури",Український гурт Kalush Orchestra переміг на пісенному конкурсі Євробачення 2022
images/bavovna-2.webp,event_ua,Про яку подію йдеться у цьому мемі?,"a) Беар Ґріллс відвідує Київ
b) Росія обстрілює цивільну інфраструктуру в Україні, викликаючи відключення світла
c) У травні 2023 року ППО збила над Києвом понад 250 ракет і безпілотників
d) Росія теж пережила війну – вибухи в російських містах Брянську та Бєлгороді",Росія теж пережила війну – вибухи в російських містах Брянську та Бєлгороді
images/bavovna-2.webp,event_ua,Про яку подію йдеться у цьому мемі?,"a) Однак Пригожин, мабуть, домовився з Путіним і вирішив повернути назад, незважаючи на те, що він дуже близький до Москви.
b) Ukraine celebrates Vyshyvanka Day
c) Виявилося, що російські військові копали окопи в Чорнобильській зоні
d) Росія теж пережила війну – вибухи в російських містах Брянську та Бєлгороді",Росія теж пережила війну – вибухи в російських містах Брянську та Бєлгороді
images/bavovna-2.webp,event_ua,Про яку подію йдеться у цьому мемі?,"a) 8 березня – Міжнародний жіночий день
b) Численні вибухи в Криму продовжуються
c) Росія теж пережила війну – вибухи в російських містах Брянську та Бєлгороді
d) Російська армія зазнає значних втрат",Росія теж пережила війну – вибухи в російських містах Брянську та Бєлгороді
images/bavovna-2.webp,event_ua,Про яку подію йдеться у цьому мемі?,"a) Анонсовано Iphone 16
b) Росія теж пережила війну – вибухи в російських містах Брянську та Бєлгороді
c) Документальний фільм &quot;Навальний&quot; отримав &quot;Оскар&quot;.
d) Росія починає бомбити українську цивільну інфраструктуру, сподіваючись, що Україна не переживе майбутню зиму",Росія теж пережила війну – вибухи в російських містах Брянську та Бєлгороді
images/bavovna-2.webp,event_ua,Про яку подію йдеться у цьому мемі?,"a) Румунія виграла футбольний матч Євро-2024 з Україною
b) На нафтобазі в Севастополі стався вибух
c) Росія теж пережила війну – вибухи в російських містах Брянську та Бєлгороді
d) Ukraine celebrates Vyshyvanka Day",Росія теж пережила війну – вибухи в російських містах Брянську та Бєлгороді
images/bavovna-2.webp,event_ua,Про яку подію йдеться у цьому мемі?,"a) Росіяни планували захопити Київ за 3 дні, а Україну – за 2 тижні. Мабуть, щось пішло не так.
b) Українці вчаться жити без світла
c) Вибух на Кримському мосту
d) Росія теж пережила війну – вибухи в російських містах Брянську та Бєлгороді",Росія теж пережила війну – вибухи в російських містах Брянську та Бєлгороді
images/bavovna-2.webp,event_ua,Про яку подію йдеться у цьому мемі?,"a) Російська армія не змогла здобути Київ
b) Новий рік 2024
c) У Москві пройшов традиційний парад Перемоги. Був лише один танк.
d) Росія теж пережила війну – вибухи в російських містах Брянську та Бєлгороді",Росія теж пережила війну – вибухи в російських містах Брянську та Бєлгороді
images/bavovna-2.webp,event_ua,Про яку подію йдеться у цьому мемі?,"a) Успіхи України на Харківщині принесли генералу Залужному величезну популярність
b) Українські хлібороби вступили в боротьбу проти російської армії
c) Німеччина нарешті погодилася надати Україні танки
d) Росія теж пережила війну – вибухи в російських містах Брянську та Бєлгороді",Росія теж пережила війну – вибухи в російських містах Брянську та Бєлгороді
images/bavovna-2.webp,event_ua,Про яку подію йдеться у цьому мемі?,"a) Росія теж пережила війну – вибухи в російських містах Брянську та Бєлгороді
b) Євген Пригожин зі своїми найманцями Вагнера розпочав &quot;марш справедливості&quot; для усунення корумпованих російських воєначальників
c) 9 березня українці відзначають день народження свого народного поета Тараса Шевченка
d) У бою загинуло 100 тисяч росіян",Росія теж пережила війну – вибухи в російських містах Брянську та Бєлгороді
images/bavovna-2.webp,event_ua,Про яку подію йдеться у цьому мемі?,"a) Держсекретар США Ентоні Блінкен пожартував, що російська армія є другою за силою армією. В Україні
b) Росія теж пережила війну – вибухи в російських містах Брянську та Бєлгороді
c) Еммануель Макрон відвідав Київ
d) Збройні сили України звільнили Херсон",Росія теж пережила війну – вибухи в російських містах Брянську та Бєлгороді
images/macron.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) 24 лютого російський ракетний корабель «Москва» з 13 прикордонниками наблизився до українського острова Зміїний
b) Еммануель Макрон відвідав Київ
c) Беар Ґріллс відвідує Київ
d) Джо Байден несподівано прибув до Києва",Еммануель Макрон відвідав Київ
images/macron.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Системи «Патріот» справді добре захищають Київ
b) Еммануель Макрон відвідав Київ
c) Українці не могли не читати про абсурдні та захоплюючі події в Росії
d) Електрики ефективно відновлюють пошкоджену інфраструктуру",Еммануель Макрон відвідав Київ
images/macron.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Еммануель Макрон відвідав Київ
b) Начебто українська атака на військову авіабазу в Криму
c) Румунія виграла футбольний матч Євро-2024 з Україною
d) Україна атакувала склад російських ракет у Торопівці",Еммануель Макрон відвідав Київ
images/macron.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) В Україні відзначили День військової розвідки
b) Майк Джонсон заблокував законопроект про допомогу Україні
c) Постійні напади Росії на Київ лише злили киян і зробили їх витривалішими
d) Еммануель Макрон відвідав Київ",Еммануель Макрон відвідав Київ
images/macron.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) У Бородянці Київської області Росія розбомбила житловий будинок. Збереглася лише кухонна шафа
b) Еммануель Макрон відвідав Київ
c) США заявили, що надішлють Україні ракетні комплекси HIMARS
d) 5 березня 2024 року українські безпілотники потопили російський сторожовий корабель &quot;Сергей Котов&quot;.",Еммануель Макрон відвідав Київ
images/macron.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Близького соратника Путіна Віктора Медведчука обміняли на українських військовополонених
b) Великдень
c) Еммануель Макрон відвідав Київ
d) Російська влада наголосила, що мобілізація буде &quot;частковою&quot;",Еммануель Макрон відвідав Київ
images/macron.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Еммануель Макрон відвідав Київ
b) Майк Джонсон заблокував законопроект про допомогу Україні
c) Численні вибухи в Криму продовжуються
d) Ідея Росії захопити Україну за кілька днів чи тижнів з тріском провалилася",Еммануель Макрон відвідав Київ
images/macron.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Еммануель Макрон відвідав Київ
b) У травні 2023 року ППО збила над Києвом понад 250 ракет і безпілотників
c) Євген Пригожин зі своїми найманцями Вагнера розпочав &quot;марш справедливості&quot; для усунення корумпованих російських воєначальників
d) Зеленський заявив членам НАТО, що Україна має або повернутися до статусу ядерної країни, або стати повноправним членом НАТО",Еммануель Макрон відвідав Київ
images/macron.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Росія продовжує обстріли цивільної інфраструктури України
b) У бою загинуло 50 тис. російських військ
c) ХІМАРС став дуже ефективним інструментом у знищенні російської військової інфраструктури
d) Еммануель Макрон відвідав Київ",Еммануель Макрон відвідав Київ
images/macron.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Джо Байден несподівано прибув до Києва
b) Станом на квітень 2024 року Україна вийшла на 15% російських НПЗ.
c) Еммануель Макрон відвідав Київ
d) 8 липня Росія атакувала найбільшу в Україні дитячу лікарню Охматдит",Еммануель Макрон відвідав Київ
images/himars-training.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) США розпочали тренінги для українських військових з використання HIMARS
b) Черговий напад на Кримський міст
c) Збройні сили України розпочали контрнаступ на Харківщині
d) Росія готує масштабну провокацію на Запорізькій АЕС",США розпочали тренінги для українських військових з використання HIMARS
images/himars-training.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) США розпочали тренінги для українських військових з використання HIMARS
b) Українка сказала російському солдату: «Поклади соняшникове насіння в кишеню, щоб воно виросло, коли ти помреш»
c) 8 липня Росія атакувала найбільшу в Україні дитячу лікарню Охматдит
d) Україна атакувала склад російських ракет у Торопівці",США розпочали тренінги для українських військових з використання HIMARS
images/himars-training.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Росія помилялася, вважаючи, що Україна стане легкою мішенню
b) США заявили, що відправлять в Україну ракетні комплекси HIMARS
c) Офіційний акаунт Сімпсонів підтримав Україну 26 лютого
d) США розпочали тренінги для українських військових з використання HIMARS",США розпочали тренінги для українських військових з використання HIMARS
images/himars-training.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) США розпочали тренінги для українських військових з використання HIMARS
b) 9 травня росіяни провели традиційний парад у Москві
c) Знищений російськими окупантами легендарний український літак АН-225 Мрія
d) Зростають надії на визволення Херсона",США розпочали тренінги для українських військових з використання HIMARS
images/himars-training.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Швидко та ефективно відрізнити українців від росіян стало дуже важливо
b) США розпочали тренінги для українських військових з використання HIMARS
c) Екстремальна спека досягла України
d) Росія готує масштабну провокацію на Запорізькій АЕС",США розпочали тренінги для українських військових з використання HIMARS
