month,year,meme_id,image_path,related,event,meme,history,creator,tags,event_ua,meme_ua,history_ua,tags_ua
august,2022,crimea-is-ukraine,images/crimea-is-ukraine.jpg,return-to-crimea;crimean-bridge;smoking-kills;hi;explosion-in-sevastopol;bavovna,International Crimea Platform summit held in Kyiv once again stated that Crimea is Ukraine,Crimea is Ukraine,,,crimea,"Саміт міжнародної Кримської платформи, що відбувся в Києві, вкотре заявив, що Крим – це Україна",Крим це Україна,,крим
august,2022,smoking-kills,images/smoking-kills.jpg,just-do-it;antonivskiy-bridge;hi;himars-training;javelin;return-to-crimea;crimea-is-ukraine;waiting-for-himars,Numerous explosions in Crimea continue,Smoking kills,"Russians tend to explain explosions in Crimea and Russia by people's carelessness, namely, by smoking near to flammable materials. Jokes about smoking in Crimea appeared. A package of cigarettes with HIMARS's and ""Smoking kills"" on the cover",,crimea;HIMARS;smoking;smoke,Численні вибухи в Криму продовжуються,Куріння вбиває,"Росіяни схильні пояснювати вибухи в Криму та Росії необережністю людей, а саме курінням поблизу легкозаймистих матеріалів. З&#39;явилися жарти про куріння в Криму. Пачка сигарет з HIMARS і &quot;Куріння вбиває&quot; на обкладинці",крим;ХІМАРС;куріння;дим
august,2022,return-to-crimea,images/return-to-crimea.png,hi;bavovna-2;crimean-bridge;explosion-in-sevastopol;smoking-kills;crimea-is-ukraine;bavovnyatko;popcorn,Ukrainian brands started planning their return to Crimea,Return to Crimea,"It started as a viral tweet by online supermarket Rozetka - they posted a picture of Swallow's nest (famous landmark castle in Crimea) with their logo, implying that they are planning to return to Crimea ASAP. They also tagged other famous Ukrainian brands. Soon, other brands and opinion leaders joined this flashmob.",,crimea;bavovna,Українські бренди почали планувати повернення до Криму,Повернення до Криму,"Це почалося як вірусний твіт онлайн-супермаркету Rozetka – вони опублікували фотографію Ластівчиного гнізда (відомої визначної пам’ятки замку в Криму) зі своїм логотипом, маючи на увазі, що вони планують якнайшвидше повернутися до Криму. Позначили тегами й інші відомі українські бренди. Незабаром до флешмобу приєдналися інші бренди та лідери думок.",крим;Бавовна
august,2022,mom-lets-go-we-need-to-get-out-of-here,images/mom-lets-go-we-need-to-get-out-of-here.jpg,,An apparent Ukrainian attack on a military air base in Crimea,"Mom, let’s go, we need to get out of here","Videos published to social media showed Russian holidaymakers gathering their belongings and fleeing the beach. ""Mom, let’s go, we need to get out of here"", - shouted one of them. This phrase became a meme.  On this picture, a dinosaur is shouting this phrase, fleeing from a meteorite.",,,Начебто українська атака на військову авіабазу в Криму,"Мамо, ходімо, нам треба звідси йти","На відео, опублікованих у соцмережах, видно, як російські відпочивальники збирають свої речі та тікають з пляжу. «Мамо, ходімо, нам треба звідси йти», - крикнув один із них. Ця фраза стала мемом. На цій картинці динозавр кричить цю фразу, тікаючи від метеорита.",
august,2022,bavovnyatko,images/bavovnyatko.webp,return-to-crimea;popcorn;bavovna-2,Ministry of Defense of Ukraine introduced their avatar,Bavovnyatko,"Twitter account of the Ministry of Defense of Ukraine created a virtual character based on a cotton flower: Bavovnyatko. Cotton is called bavovna in Ukrainian and the suffix -atko/-yatko is used to make words for small nice things: bavovnyatko would be a little nice piece of cotton. Or, some nice explosions on enemy's territory. Why cotton (or  bavovna )? Russian media use euphemisms for explosions in their country. They call explosions ""khlop O k"" (stress on the 2nd syllable) meaning ‘pop’, ‘clap’, ‘crack’, ‘bang’. However, when the first syllable is stressed, “khl O pok” means “cotton” in English (“Bavovna” in Ukrainian) When Russian bots and trolls put “khlopok” into Google translate in order to fake being Ukrainian they got “bavovna” instead. So it became obvious that they were Russian propaganda bots.",Ministry of Defense of Ukraine,bavovna,Міністерство оборони України представило свій аватар,Bavovnyatko,"Твіттер Міністерства оборони України створив віртуального персонажа на основі квітки бавовни: Бавовнятко. Бавовна в українській мові називається бавовна, а суфікс -атко/-ятко використовується для позначення маленьких приємних речей: бавовнятко — маленький гарний шматочок бавовни. Або кілька приємних вибухів на території противника. Чому бавовна (або бавовна)? Російські ЗМІ використовують евфемізми для позначення вибухів у своїй країні. Вони називають вибухи «хлоп О к» (наголос на 2-й склад), що означає «хлоп», «хлопок», «тріск», «хлоп». Однак, коли перший склад наголошений, «хл О пок» англійською означає «бавовна» (українською «Бавовна»). Коли російські боти та тролі вставляли «хлопок» у Google translate, щоб видавати себе українцями, вони отримували «бавовна» замість цього. Тож стало очевидно, що це російські пропагандистські боти.",Бавовна
august,2022,nafo,images/nafo.jpg,,The Ministry of Defense of Ukraine tweeted its thanks to the NAFO community,NAFO,,Ministry of Defence Ukraine,NAFO,Міністерство оборони України подякувало спільноті NAFO у Twitter,НАФО,,НАФО
september,2022,zaluzhnyi,images/zaluzhnyi.jpg,yoda-insignia;russian-mobilization;yoda-and-zaluzhny-patch;zaluzhnyi-and-baby-yoda;zluzhnyi-with-watermelon;partially-mobilized-russians-will-return-home-partially,Ukraine's success in Kharkiv region brings huge popularity to General Zaluzhnyi,Zaluzhnyi,"Memes about Ukraine's Commander-in-Chief Valerii Zaluzhnyi's incredible coolness appear. They resemble famous Chuck Norris memes where certain positive qualities are exaggerated and emphasized. For example: How many pushups can Zaluzhnyi do? All of them When Zaluzhnyi enters the room, he doesn't turn on the light, he turns off the darkness Zaluzhnyi doesn't wear a body armor - body armor is hiding behind Zaluzhnyi",,Zaluzhnyi;Chuck Norris,Успіхи України на Харківщині принесли генералу Залужному величезну популярність,Залужний,"З&#39;явилися меми про неймовірну крутість головнокомандувача ЗСУ Валерія Залужного. Вони нагадують відомі меми Чака Норріса, де певні позитивні якості перебільшені та підкреслені. Наприклад: Скільки віджимань може зробити Залужний? Всі Коли Залужний заходить до кімнати, він не вмикає світло, він вимикає темряву Залужний не вдягає бронежилет - бронежилет ховається за спиною Залужного.",Залужний;Чак Норріс
september,2022,konashenkov,images/konashenkov.jpg,,Russian army retreating from Kharkiv region,Konashenkov,The spokesman for Russian Ministry of Defense Igor Konashenkov is depicted here. This meme mocks usual statements from Russian MoD which are always trying to persuade Russian people that there is nothing to worry about and that the military operation is going according to the plan.,,Konashenkov;Russian MoD,Відступ російської армії з Харківщини,Конашенков,"Тут зображений речник Міноборони Росії Ігор Конашенков. Цей мем висміює звичайні заяви Міноборони Росії, які весь час намагаються переконати росіян, що хвилюватися нема про що і що військова операція йде за планом.",Конашенков;Міноборони Росії
september,2022,russian-propagandist,images/russian-propagandist.jpg,kharkiv-counteroffensive;kharkiv-counteroffensive-2,Russian army retreating from Kharkiv region,Russian propagandist,The text says: Russian propagandist tries to provide an explanation for why the Russian troops are fleeing.,,Kharkiv,Відступ російської армії з Харківщини,російський пропагандист,"У тексті йдеться: російський пропагандист намагається пояснити, чому російські війська тікають.",Харків
september,2022,kharkiv-counteroffensive-2,images/kharkiv-counteroffensive-2.jpg,russian-propagandist;kharkiv-counteroffensive,Russian army retreating from Kharkiv region,Kharkiv counteroffensive,Russian propaganda thinks of new terms explaining their retreat,,Kharkiv,Відступ російської армії з Харківщини,Харківський контрнаступ,Російська пропаганда придумує нові терміни для пояснення їх відступу,Харків
september,2022,kharkiv-counteroffensive,images/kharkiv-counteroffensive.jpg,kharkiv-counteroffensive-2;russian-propagandist,Ukrainian Armed Forces began counteroffensive in Kharkiv region,Kharkiv counteroffensive,"Russian army started retreating. Russian authorities and propagandists called this retreat ""regrouping""",,Kharkiv,Збройні сили України розпочали контрнаступ на Харківщині,Харківський контрнаступ,Російська армія почала відступ. Російська влада і пропагандисти назвали цей відступ &quot;перегрупуванням&quot;,Харків
september,2022,exchange-of-medvedchuk,images/exchange-of-medvedchuk.jpg,russian-mobilization;medvedchuk;fleeing-russians;medvedchuk-everywhere;partially-mobilized-russians-will-return-home-partially,Putin's close ally Viktor Medvedchuk exchanged for Ukrainian POWs,Exchange of Medvedchuk,"Putin's close ally Viktor Medvedchuk was handed over to Russia in exchange for 200 Ukrainian POWs. Meme creators paid attention that it concided with declaration of mobilization in Russia. In this meme, Medvedchuk thanks Putin for his liberation. Putin answers: ""Are you eligible for mobilization?""",,mobilization;Medvedchuk,Близького соратника Путіна Віктора Медведчука обміняли на українських військовополонених,Обмін Медведчука,"Близького соратника Путіна Віктора Медведчука передали Росії в обмін на 200 українських військовополонених. Творці мему звернули увагу, що це збіглося з оголошенням мобілізації в Росії. У цьому мемі Медведчук дякує Путіну за його звільнення. Путін відповідає: «Ви підлягаєте мобілізації?»",мобілізація;Medvedchuk
september,2022,fleeing-russians,images/fleeing-russians.jpg,russian-mobilization;exchange-of-medvedchuk;50000-kia-russians;lada-cars;russian-soldiers-lifecycle;partially-mobilized-russians-will-return-home-partially,Russians flee from mobilization,Fleeing Russians,A lot of those who supported the war didn't support the mobilization. They pretended being against the war all along.,,dead russian;mobilization,Росіяни тікають від мобілізації,Втікачі росіяни,"Багато з тих, хто підтримував війну, не підтримали мобілізацію. Весь час вдавали, що вони проти війни.",мертвий росіянин;мобілізація
september,2022,russian-mobilization,images/russian-mobilization.jpg,500000;how-it-started;zaluzhnyi-and-baby-yoda;700000;fleeing-russians;yoda-insignia;zaluzhnyi;exchange-of-medvedchuk,Putin declared mobilization in Russian,Russian mobilization,"300,000 Russians will be mobilized to go to war in Ukraine. Popular meme depicts Ukrainian Commander-in-Chief Valerii Zaluzhnyi asking: ""Have the 300,000 bags been prepared yet?"", meaning black bags for bodies.",,mobilization;Zaluzhnyi;dead russian,Путін російською оголосив мобілізацію,Російська мобілізація,"300 тисяч росіян мобілізують воювати в Україну. У популярному мемі зображено, як український головком Валерій Залужний запитує: «300 тисяч мішків уже приготували?», тобто чорні мішки для трупів.",мобілізація;Залужний;мертвий росіянин
september,2022,screaming-russian-soldier,images/screaming-russian-soldier.jpg,,Ukrainian Armed Forces are shelling bridges across Dnipro,Screaming Russian soldier,"One of the videos shared by Russians, showed a screaming Russian soldier who was wounded during the crossing of a bridge. He looks shocked and scared. He is often accompanied by text ""No panic"" - a famous mantra from Russian propagandists who used this phrase to describe ""planned retreat"" of Russian forces.",,Russian soldiers,ЗСУ обстрілюють мости через Дніпро,Крик російського солдата,"На одному з відео, опублікованих росіянами, був поранений під час переходу мосту російський військовий, який кричав. Він виглядає шокованим і наляканим. Його часто супроводжує текст «Без паніки» — відома мантра російських пропагандистів, які використовували цю фразу для опису «запланованого відступу» російських військ.",російські солдати
september,2022,50000-kia-russians,images/50000-kia-russians.jpg,lada-cars;russian-soldiers-lifecycle;fleeing-russians,"50,000 Russian troops were killed in action","50,000 KIA Russians",Commander-in-Chief of the Armed Forces of Ukraine Valerii Zaluzhnyi is greatly praised for this number,,dead russian,У бою загинуло 50 тис. російських військ,50 000 KIA росіян,Таку цифру дуже хвалять Головнокомандувач Збройних Сил України Валерій Залужний.,мертвий росіянин
september,2022,partially-mobilized-russians-will-return-home-partially,images/partially-mobilized-russians-will-return-home-partially.jpg,yoda-and-zaluzhny-patch;russian-mobilization;zaluzhnyi;exchange-of-medvedchuk;yoda-insignia;zaluzhnyi-and-baby-yoda;fleeing-russians;zluzhnyi-with-watermelon,"Russian authorities emphasized that mobilization will be ""partial""",Partially mobilized,"Once again, Ukrainian Commander-in-Chief Valerii Zaluzhnyi is used in this meme. It is implied that mobilization will lead to more Russians killed. -Partially mobilized Russians will return home very soon! -In parts... (smiling)",,mobilization;Zaluzhnyi,"Російська влада наголосила, що мобілізація буде &quot;частковою&quot;",Частково мобілізований,"У цьому мемі знову використовується український головнокомандувач Валерій Залужний. Мається на увазі, що мобілізація призведе до більшої кількості вбитих росіян. – Частково мобілізовані росіяни дуже скоро повернуться додому! - По частинах... (усміхається)",мобілізація;Залужний
october,2022,dirty-bomb,images/dirty-bomb.jpg,fundraising-for-nuclear;proton;nato-or-nuclear;nafo-2,Russia claimed Ukraine is planning to use a dirty bomb,Dirty bomb,You can react to absurd claims only with absurdity. Ukrainians chose to take offense that Russians are calling their bomb names,GONI,dirty bomb;nuclear,"Росія заявила, що Україна планує застосувати брудну бомбу",Брудна бомба,"На абсурдні заяви можна реагувати тільки абсурдом. Українці вирішили образитися, що росіяни називають їхні бомби",брудна бомба;ядерний
october,2022,every-morning,images/every-morning.jpg,day-160;scale-of-ukrainian-heroism;getting-used;sleep-well-little-tank,,Every morning,"As shellings become common, Ukrainians begin making jokes about the situation. The text says: Ukrainians every morning.",Anton Tymoshenko,shelling;resilience,,Щоранку,"Коли обстріли стають звичними, українці починають жартувати над ситуацією. У тексті сказано: Українці кожного ранку.",обстріл;стійкість
october,2022,shelling-of-kyiv,images/shelling-of-kyiv.png,borodianka-cat;meteor-in-kyiv;king-of-kyiv;kyiv-air-defense;orlando-bloom-vs-putin;kyiv-in-3-days;biden-in-kyiv-2;orlando-bloom,Russia starts bombing Ukrainian civil infrastructure hoping that Ukraine won't survive the upcoming winter,Shelling of Kyiv,Kyiv citizens react with photoshopped image of one of Kyiv's famous monuments showing middle fingers to Russians,,Kyiv,"Росія починає бомбити українську цивільну інфраструктуру, сподіваючись, що Україна не переживе майбутню зиму",Обстріл Києва,"Кияни відреагували на фотошоп одним із відомих пам’ятників Києва, який показує росіянам середні пальці",Київ
october,2022,air-defense,images/air-defense.jpg,shahed;kyiv-air-defense;attacks-on-kyiv,"As Russia intensifies its attacks, Ukrainian air defense is working hard",Air defense,"Ukrainians are grateful to air defense. The mem depicts ""three important words"" in 2012 and in 2022. In 2012 it is ""I love you"" In 2022 it is three important letters and its ППО (air defense systems in Ukrainian)",,air defense,"Поки Росія посилює свої атаки, українська протиповітряна оборона активно працює",ППО,Українці вдячні ППО. На мемі зображено «три важливих слова» у 2012 та 2022 роках. У 2012 році це «Я тебе люблю» У 2022 році це три важливі літери та їх ППО (системи протиповітряної оборони українською),ППО
october,2022,shahed,images/shahed.jpg,attacks-on-kyiv;kyiv-air-defense;677;air-defense;jar-of-pickles,Russia started using Iranian Shahed drones in its attacks,Shahed,"Ukrainian air-defense systems are quite successful in bringing these drone down. The meme depicts the most pleasant things in the world: massage, bubble wrapping, purring cat, and Air Forces of Ukraine report on the number of downed drones",,drone;shahed;Iran;air defense,Росія почала використовувати в атаках іранські безпілотники Shahed,Шахед,"Українські системи ППО досить успішно збивають ці безпілотники. У мемі зображені найприємніші речі у світі: масаж, бульбашкове обгортання, муркотіння кота, а ВВС звітують про кількість збитих безпілотників",дрон;Шахед;Іран;ППО
october,2022,crimean-bridge,images/crimean-bridge.jpg,storm-shadow;smoking-kills;hi;crimea-is-ukraine;repairing-the-crimean-bridge;return-to-crimea;crimean-bridge-3;explosion-in-sevastopol,Crimean Bridge explosion,Crimean bridge,The important Kerch Strait Bridge that connects the Crimean Peninsula to Russia was damaged by an explosion. The bridge has both practical and symbolic meaning - it's a critical supply line and a passion project for Vladimir Putin.,,crimea;Crimean bridge,Вибух на Кримському мосту,Кримський міст,"Важливий Керченський міст, який з&#39;єднує Кримський півострів з Росією, постраждав від вибуху. Міст має як практичне, так і символічне значення - це важлива лінія постачання та захоплений проект Володимира Путіна.",крим;Кримський міст
october,2022,bavovna,images/bavovna.jpg,popcorn;crimean-bridge;antonivskiy-bridge;explosion-in-sevastopol;crimea-is-ukraine;smoking-kills;return-to-crimea;hi,,Bavovna,,,bridge;crimea;cotton,,Бавовна,,міст;крим;бавовна
october,2022,zluzhnyi-with-watermelon,images/zluzhnyi-with-watermelon.jpg,zaluzhnyi;crawfish;zaluzhnyi-and-baby-yoda;yoda-insignia;yoda-and-zaluzhny-patch;russian-mobilization;watermelon-creation-of-adam;antonivskiy-bridge,Hopes of Kherson's liberation are rising,Zaluzhnyi with watermelon,As the Commander-in-Chief Valerii Zaluzhnyi is directly associated with future Kherson liberation. Watermelon is grown in Kherson and is considered city's unofficial symbol.,,kherson;Zaluzhnyi;watermelon,Зростають надії на визволення Херсона,Залужний з кавуном,"Як Головнокомандувач, Валерій Залужний безпосередньо пов’язаний із майбутнім визволенням Херсона. У Херсоні вирощують кавун, який вважається неофіційним символом міста.",Херсон;Залужний;кавун
october,2022,electricians,images/electricians.jpg,before-and-after;planning;tariffs;blackout;blackouts;blackouts-2;edge;lights-on,Electricians effectively restore damaged infrastructure,Electricians,For these long winter months electricians have become gods for Ukrainians. They are working very effectively and quickly despite Russia's constant attacks.,Maksym Palenko,electricity;blackout,Електрики ефективно відновлюють пошкоджену інфраструктуру,Електрики,"За ці довгі зимові місяці електрики стали для українців богами. Вони працюють дуже ефективно і швидко, незважаючи на постійні напади Росії.",електроенергія;затемнення
november,2022,aurora-borealis,images/aurora-borealis.jpg,,Aurora Borealis was spotted in Ukraine,Aurora Borealis,"Some people didn't notice it though. In this meme, the picture of a Ukrainian boy who didn't notice Angelina Jolie in Lviv cafe is used. Angelina is signed ""Aurora Borealis"". The boy is signed ""Me"".",,aurora borealis,В Україні помітили полярне сяйво,Полярне сяйво,"Хоча деякі люди цього не помічали. У цьому мемі використано фото українського хлопця, який не помітив Анджеліну Джолі у львівському кафе. Анджеліна підписана &quot;Aurora Borealis&quot;. Хлопець підписаний «Я».",полярне сяйво
november,2022,getting-used,images/getting-used.jpg,every-morning,Ukrainians are getting used to constant shellings by Russia,Getting used,The text says: When you hear an airplane/explosion/missile during an air raid alert in March (on the left) and in November (on the right),@astra_lun / Twitter,shelling;air raid,Українці звикають до постійних обстрілів з боку Росії,Звикання,Текст говорить: коли ви чуєте літак/вибух/ракету під час повітряної тривоги в березні (ліворуч) і в листопаді (праворуч),обстріл;повітряний наліт
november,2022,lights-on,images/lights-on.jpg,tariffs;628;blackouts;blackouts-3;edge;blackouts-2;planning;blackout,,Lights on,"Electricians worked really hard, and sometimes Ukrainians could get hours with electricity. It turned out, that it's quite difficult to get used to having lights on all the time. The text says: That's me when the lights have been on for 12 hours.",,blackout,,Світло горить,"Електрики працювали дуже важко, і іноді українці могли годинами отримувати електрику. Виявилося, що звикнути постійно горіти світло досить складно. У тексті сказано: Це я, коли світло горить 12 годин.",затемнення
november,2022,bear-grylls,images/bear-grylls.jpg,,Bear Grylls visits Kyiv,Bear Grylls,"Bear Grylls, a famous British adventurer who specializes in survival reality shows visited Ukraine. Ukrainians were amused and offered to teach him some survival skills from their practical experience.",,bear grylls,Беар Ґріллс відвідує Київ,Беар Гріллс,"Україну відвідав відомий британський авантюрист Беар Ґріллс, який спеціалізується на реаліті-шоу на виживання. Українці потішилися і запропонували навчити його деяким навичкам виживання зі свого практичного досвіду.",бер гриллс
november,2022,racoon,images/racoon.png,can-putin-outlast-a-watermelon;antonivskiy-bridge;crawfish;watermelon-creation-of-adam;zluzhnyi-with-watermelon,Russian army stole a racoon from a local zoo while retreating from Kherson,Racoon,"As Russians retreat, they have nothing to be proud of in their Kherson campaign. Putin and Surovikin (Russian general responsible for the campaign) are depicted in this meme",,kherson;racoon,Російська армія під час відступу з Херсона викрала єнота з місцевого зоопарку,Єнот,"Оскільки росіяни відступають, їм нема чим пишатися у своїй херсонській кампанії. У цьому мемі зображені Путін і Суровікін (російський генерал, відповідальний за кампанію).",Херсон;єнот
november,2022,blackouts-3,images/blackouts-3.png,lights-on;planning;blackouts-2;blackout;edge;before-and-after;tariffs;blackouts,,Blackouts,Authorities tell people that they should save energy. This meme gives the best advice on how to save 50% of energy,,blackout,,затемнення,"Влада каже людям, що треба економити енергію. Цей мем дає найкращі поради, як заощадити 50% енергії",затемнення
november,2022,blackouts-2,images/blackouts-2.jpg,before-and-after;blackouts;tariffs;blackout;lights-on;edge;628;planning,,Blackouts,"Ukrainians get used to life in darkness pretty soon. Here, a monster is trying to scare a person who answers ""I'm not scared of darkness. I am from Ukraine"".",,blackout,,затемнення,"До життя в темряві українці звикають досить швидко. Тут монстр намагається налякати людину, яка відповідає &quot;Я темряви не боюся. Я з України&quot;.",затемнення
november,2022,blackouts,images/blackouts.jpg,lights-on;tariffs;blackout;628;blackouts-3;edge;before-and-after;blackouts-2,"Russia is shelling civil infrastructure in Ukraine, causing blackouts",Blackouts,"Ukrainians spend many hours without electricity, but they find a positive side for everything. This meme says: No electiricity? No work? Pet me for 8 hours",,electricity;blackout,"Росія обстрілює цивільну інфраструктуру в Україні, викликаючи відключення світла",затемнення,"Українці багато годин проводять без світла, але у всьому знаходять позитивну сторону. Цей мем говорить: немає електрики? немає роботи? Погладь мене 8 годин",електроенергія;затемнення
november,2022,crawfish,images/crawfish.jpg,watermelon-creation-of-adam;antonivskiy-bridge;racoon;can-putin-outlast-a-watermelon;zluzhnyi-with-watermelon,,Crawfish,"Liberation of Kherson was accompanied by a number of Russian troops killed in action. Kherson is situated on the banks of Dnipro river, a lot of crawfish live there. Crawfish are fond of meat, so a meme with extra-huge crawfish signed ""Kherson crawfish"" appeared.",,kherson;crawfish,,Раки,"Звільнення Херсона супроводжувалося загибеллю кількох російських військ. Херсон розташований на берегах Дніпра, тут водиться багато раків. Раки люблять м&#39;ясо, тому з&#39;явився мем із надвеликими раками під підписом &quot;Херсонські раки&quot;.",Херсон;раки
november,2022,watermelon-creation-of-adam,images/watermelon-creation-of-adam.jpg,can-putin-outlast-a-watermelon;antonivskiy-bridge;racoon;crawfish;zluzhnyi-with-watermelon,,Watermelon. Creation of Adam,"Watermelon is featured in this meme, based on Michelangelo's Creation of Adam painting. Two hands wearing Ukrainian national embroidered clothes ( vyshyvanka ) are passing watermelon to one another.",,kherson;watermelon,,Кавун. Створення Адама,"Кавун зображений у цьому мемі, заснованому на картині Мікеланджело «Створення Адама». Дві руки в українських вишиванках передають одна одній кавун.",Херсон;кавун
november,2022,can-putin-outlast-a-watermelon,images/can-putin-outlast-a-watermelon.jpg,dont-tell;watermelon-creation-of-adam;ride-not-ammunition;pager;dogs;tucker;have-they-surrendered;orlando-bloom-vs-putin,Ukrainian Armed Forces liberate Kherson,Can Putin outlast a watermelon,"A British newspaper asked a question if Liz Tuss would lose her job before lettuce decayed. The same question is asked here as the Ukrainian Armed Forces are getting close to liberating Kherson. Instead of watermelon, Putin is competing with a watermelon - an unofficial symbol of Kherson.",,kherson;putin;watermelon,Збройні сили України звільнили Херсон,Чи може Путін пережити кавун,"Британська газета поставила запитання, чи втратить Ліз Тасс роботу до того, як салат згниє. Це ж питання ставлять і тут, оскільки Збройні Сили України наближаються до звільнення Херсона. Замість кавуна у Путіна змагається кавун – неофіційний символ Херсона.",Херсон;Путін;кавун
december,2022,edge,images/edge.jpg,628;blackouts-3;before-and-after;blackouts-2;tariffs;planning;blackouts;lights-on,Bad internet connection is the main problem during the blackouts,EDGE,"There were moments when Ukrainians had to try to get mobile internet simalirly to the method shown on this picture. The text says: -What do you get? -Still just EDGE (a slow 2G mobile network, instead of usual 4G)",,blackout,Основною проблемою під час відключень є погане підключення до Інтернету,КРАЙ,"Були моменти, коли українцям доводилося пробувати підключатися до мобільного інтернету подібним способом, як показано на цьому фото. Текст говорить: -Що ви отримуєте? - Все ще лише EDGE (повільна мобільна мережа 2G замість звичайного 4G)",затемнення
december,2022,volunteers,images/volunteers.png,volunteers-2,,Volunteers,"This meme describes a very common situation for volunteers who help the army. He is saying: I have no underwear on. The girl answers: What is your brigade and battalion, which size and how many pairs do you need? Here, this situation has no sexual pretext. A girl is a volunteer who thinks that she received a request from a soldier to buy some underwear.",@burshtinoviy / Twitter,volunteers,,Волонтери,"Цей мем описує дуже поширену ситуацію для волонтерів, які допомагають армії. Він каже: я без білизни. Дівчина відповідає: яка у вас бригада і батальйон, якого розміру і скільки пар вам потрібно? Тут ця ситуація не має сексуального приводу. Дівчина – волонтерка, яка вважає, що отримала від солдата прохання купити білизну.",волонтери
december,2022,blackout,images/blackout.jpg,planning;before-and-after;edge;blackouts;tariffs;blackouts-3;lights-on;628,Ukrainians are learning to live blackouts,Blackout,"When electricity is finally on, you have so much things to do! Meme shows a confused Ukrainian and text: When the lights are on: charge phone, cook food, iron clothes, wash dishes",,blackout,Українці вчаться жити без світла,Затемнення,"Коли електрику нарешті ввімкнуть, у вас стільки справ! Мем показує розгубленого українця і текст: Коли горить світло: заряджай телефон, готуйте їжу, прасуйте речі, мийте посуд",затемнення
december,2022,2023,images/2023.jpg,zelenskyi;biden-in-kyiv-3;biden-in-kyiv-4;biden-in-kyiv;macron;biden-in-kyiv-2,Ukrainian are hopeful about the upcoming year,2023,,,Zelenskyi;biden;2023,Українці з надією дивляться на прийдешній рік,2023 рік,,Zelenskyi;Байден;2023 рік
december,2022,air-defense-2,images/air-defense-2.jpg,,Russia continues shelling Ukrainian civil infrastructure,Air defense,"Ukrainian air defense systems are working hard to repel Russian attacks. This Christmas meme depicts a star and says: ""I'm telling you, it's our air defense!""",,Christmas;air defense,Росія продовжує обстріли цивільної інфраструктури України,ППО,"Українські системи протиповітряної оборони посилено відбивають російські атаки. На цьому різдвяному мемі зображена зірка та написано: «Я вам кажу, це наша ППО!»",Різдво;ППО
december,2022,100000-russians-kia-2,images/100000-russians-kia-2.jpg,100000-russians-kia,,"100,000 Russians KIA",Ukrainians make fun of Russia's expectations to capture Ukraine quick and easy.,,100000,,100 000 росіян KIA,Українці висміюють очікування Росії швидко і легко захопити Україну.,100000
december,2022,100000-russians-kia,images/100000-russians-kia.jpg,100000-russians-kia-2,"100,000 Russians killed in action","100,000 Russians KIA","General Staff of the Armed Forces of Ukraine publishes its summary of enemy's losses daily in the morning. This meme describes an early morning with Ukrainians waiting for the summary with100,000 Russian troops KIA. The text above says: ""When you are waiting for the General Staff's report""",Goni memes,100000;dead russian,У бою загинуло 100 тисяч росіян,100 000 росіян KIA,"Генеральний штаб Збройних Сил України щодня вранці публікує зведення про втрати противника. Цей мем описує ранній ранок, коли українці чекають на зведення зі 100 000 російських військ KIA. У тексті вище написано: «Коли ви чекаєте звіту Генштабу»",100000;мертвий росіянин
january,2023,russian-tanks,images/russian-tanks.webp,weakness;german-tanks;tractor-and-tank;scale-of-ukrainian-heroism;sleep-well-little-tank;leopards-2;tanks;leopards,,Russian tanks,"While allies have been waiting before giving tanks to Ukraine, Russia had already given a lot... but not voluntarily.",owlturd.com,leopard;tank;russia,,російські танки,"Поки союзники чекали, перш ніж дати Україні танки, Росія вже багато чого віддала... але не добровільно.",леопард;танк;росія
january,2023,german-tanks,images/german-tanks.webp,ukrainian-breakfast;sleep-well-little-tank;taurus-2;taurus;russian-tanks;tractor-and-tank;leopards;tanks,,German tanks,German tanks entered Ukraine in times of WW2. Now they are much more welcome.,,leopard;tank;Scholz,,німецькі танки,Німецькі танки заходили в Україну під час Другої світової війни. Тепер вони набагато більш раді.,леопард;танк;Шольц
january,2023,leopards-2,images/leopards-2.png,german-tanks;leopards;tractor-and-tank;sleep-well-little-tank;russian-tanks;tanks,,Leopards,Everything and everyone was leopard on Ukrainian internet. Even the most famous Ukrainian poet Taras Shevchenko was depicted in leopard clothes,,leopard;tank,,Леопарди,В українському інтернеті леопардували все і всі. Навіть найвідоміший український поет Тарас Шевченко був зображений у леопардовому одязі,леопард;танк
january,2023,leopards,images/leopards.jpg,sleep-well-little-tank;leopards-2;tanks;german-tanks;russian-tanks;tractor-and-tank,Leopard 2 tanks for Ukraine are announced,Leopards,"For some time, Ukrainians were talking only about leopards. This meme shows us ""How the world sees leopards - and how Ukrainians see leopards"".",,tank;leopard,Анонсовано танки Leopard 2 для України,Леопарди,Певний час українці говорили лише про леопардів. Цей мем показує нам «Якими бачать леопардів світ – і якими бачать леопардів українці».,танк;леопард
january,2023,tanks,images/tanks.jpg,leopards;sleep-well-little-tank;taurus;russian-tanks;tractor-and-tank;german-tanks;leopards-2;taurus-2,Germany has finally agreed to give tanks to Ukraine,Tanks,,,tank;Germany;Scholz,Німеччина нарешті погодилася надати Україні танки,Танки,,танк;Німеччина;Шольц
january,2023,portrait-of-bandera,images/portrait-of-bandera.jpg,,The publication of fake news about the teaching of portraits by corpses of Russian soldiers,Portrait of Bandera,,,bandera,Публікація фейкових новин про викладання портретів біля трупів російських солдатів,Портрет Бандери,,прапор
